task,language,origin_query,category_path,label
QC,pt,caldeirao indução,"home appliances,kitchen appliances,induction cookers",0
QC,pt,cbr250r carenagem,"motorcycle equipments & parts,motorcycle parts,air intake & fuel delivery,intake covers & fairings",1
QC,en,miffy pens,"office & school supplies,pens, pencils & writing supplies,multi function pen",1
QC,ko,블루투스 선그라스,"home appliances,kitchen appliances,electric kettles",0
QC,en,ps5 storage,"consumer electronics,games & accessories,bags",0
QC,ko,여성고급정장,"women's clothing,women's sets",1
QC,es,charms para hacer pulseras,"jewelry & accessories,fashion jewelry,beads",1
QC,ko,보석세트,"jewelry & accessories,fashion jewelry,body jewelry,body chain",0
QC,es,marquesinas,"home & garden,home decor,clocks,desk & table clocks",0
QC,es,Playmobil de policía con camuflaje de nieve,"toys & hobbies,building & construction toys,blocks",1
QC,it,data frog,"phones & telecommunications accessories,mobile phone accessories,mobile phone cases & covers",0
QC,es,cubo volante ford fiesta,"computer & office,computer peripherals,docking stations & usb hubs",0
QC,fr,poussette,"mother & kids,baby strollers&accessories,baby stroller,four wheels stroller",1
QC,ja,ハートの絵画,"home & garden,home decor,painting & calligraphy arts,painting & calligraphy",1
QC,pl,Boocki,"beauty & health,hair care & styling,styling tools & accessories,combs",0
QC,fr,sens bon voiture,"automobiles, parts & accessories,exterior accessories,car stickers",0
QC,en,toys for grls 9 to 14 years,"toys & hobbies,electronic toys,toy cameras",1
QC,en,ttifany and co joyeria,"jewelry & accessories,fashion jewelry,earrings,stud earrings",1
QC,it,amplificatore 120W,"consumer electronics,home audio & video,home theater amplifiers",1
QC,pt,jaqueta de moto,"women's clothing,plus size clothes,plus size down coats",1
QC,es,zapatos de hombre envío gratis,"shoes,men's shoes,casual sneakers",1
QC,pt,vestidos sensuais,"women's clothing,plus size clothes,plus size dresses",1
QC,en,table lamp rechargeable,"lights & lighting,indoor lighting,book lights",1
QC,ko,양배추채칼,"home & garden,kitchen,dining & bar,kitchen knives & accessories,fruit knife/peeler",1
QC,fr,deco ramadant 2024,"home & garden,festive & party supplies,event & party,party & holiday diy decorations",1
QC,ja,手持ちバッグ　メンズ,"luggage & bags,men's bags,shoulder bags",1
QC,pt,suporte para papel higiênico com ventosa,"home improvement,bathroom fixture,bathroom safety & accessories,grab bars",0
QC,en,rika cosplay pokemon,"novelty & special use,cosplay accessories,shoes",1
QC,it,coltello Microtech,"tools,hand tools,knife",1
QC,it,registratore 4 telecamere,"consumer electronics,camera & photo,camcorders,mini camcorders",0
QC,pt,pagani gmt,"watches,women's watches,mechanical wristwatches",1
QC,fr,blackview tab,"computer & office,tablets",1
QC,pl,męska czapka zimowa,"apparel accessories,hats & caps,hip hop caps",1
QC,ja,chスタイル ブレスレット,"jewelry & accessories,customized jewelry,customized bracelets",1
QC,ar,أنكر ساوندكور,"consumer electronics,portable audio & video,earphones & headphones",1
QC,ko,트라이던트 660,"motorcycle equipments & parts,motorcycle parts,lighting & indicators,motorcycle bulbs, leds & hids",1
QC,pt,goggles oculos,"security & protection,workplace safety supplies,safety goggles",1
QC,de,Valorant Vandal Skin,"consumer electronics,games & accessories,game deals",0
QC,en,lace front human hair wig,"hair extensions & wigs,human hair (for white),custom human hair (for white),custom human wigs(for white)",1
QC,fr,yamaha raptor 700 accessoires,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,side mirrors & accessories",1
QC,fr,affaire de moto,"motorcycle equipments & parts,motorcycle equipments,helmets & headwear,helmets",1
QC,it,orologio roulette,"watches,women's watches,digital wristwatches",1
QC,pt,jaqueta masculina de algodão,"men's clothing,coats & jackets,denim jacket",1
QC,en,vw golf 4 led light,"automobiles, parts & accessories,car lights,signal lamp assembly,tail light assembly",1
QC,pt,lanterna traseira peugeot 307 europeu,"automobiles, parts & accessories,car lights,signal lamp assembly,daytime running lights",0
QC,es,tanita de precisión,"tools,measurement & analysis instruments,weighing scales",1
QC,ko,더블브레스트 수트,"women's clothing,blazer & suits,short suits",0
QC,it,borsa Gucci da donna,"luggage & bags,women's handbags,crossbody bags",1
QC,ko,탁상드릴,"tools,power tools,electric drill",1
QC,en,Victoria secrets,"underwear,women's intimates,panties",1
QC,es,anekke mochila,"luggage & bags,women's handbags,top-handle bags",0
QC,ko,아기우산 투명,"home & garden,household merchandises,rain gear,umbrellas",1
QC,fr,collier acier inoxydables femmes,"jewelry & accessories,customized jewelry,customized necklaces",1
QC,ar,خواتم للنساء شحن مجاني,"jewelry & accessories,customized jewelry,luxury jewelry,rings",1
QC,ko,드럼 스텐드,"sports & entertainment,musical instruments,percussion instruments,drum accessories",1
QC,ko,훈제막창,"home & garden,home decor,decorative films",0
QC,ar,سبوت ليد غاطس,"lights & lighting,indoor lighting,track lighting",0
QC,pt,flowers know,"beauty & health,makeup,lips,lip liner",0
QC,pl,league of legends lulu,"home & garden,home textile,blanket",1
QC,pt,honda varadero xl1000 accessories,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,shift levers",1
QC,ko,빠대,"automobiles, parts & accessories,interior accessories,automobile interior others,tensioning belts",0
QC,fr,hameçon longue hampe,"home improvement,hardware,hooks",0
QC,pl,eleganckie buty dla dziewczynek,"mother & kids,children's shoes,children casual shoes",1
QC,it,chiave bmw f31,"automobiles, parts & accessories,car lock system,car key,mechanical key",1
QC,ja,自転車　フロントバッグ,"sports & entertainment,cycling,bicycle accessories,bicycle bags & panniers",1
QC,ar,كابيتال,"women's clothing,skirts",1
QC,es,karlg lagerfeld mujer,"women's clothing,hoodies & sweatshirts",1
QC,fr,sacoche sac a dos,"luggage & bags,men's bags,fashion backpacks",1
QC,en,lace humana,"hair extensions & wigs,human hair (for black),lace closures & frontals,lace frontals",1
QC,pt,estojo box,"tools,tools packaging,tool case",0
QC,fr,lunette mui mui,"sports & entertainment,camping & hiking,camping & hiking apparel & accessories,hiking eyewear",1
QC,pt,mochila grande,"luggage & bags,travel bags,travel duffels",1
QC,en,medicine dispenser,"mother & kids,baby care,baby health care,medicine dispenser",0
QC,ja,オゾン,"automobiles, parts & accessories,car electronics,car electrical appliances,car air purifiers",1
QC,en,robot backpack,"luggage & bags,backpacks",1
QC,pl,blond wiązki włosów naturalnych,"hair extensions & wigs,human hair (for white),human hair extensions,human fusion hair",1
QC,es,medias invisibles,"underwear,men socks,men's socks",0
QC,es,pointer 2003 accesorios,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,es,accesorios autos mujer,"automobiles, parts & accessories,interior accessories,car interior decor accessories,ornaments",1
QC,ko,차량용 어린이,"toys & hobbies,remote control toys,rc cars",0
QC,it,borsa fasciatoio,"mother & kids,activity & gear,diaper bags",1
QC,fr,lot boitier iptv,"consumer electronics,home audio & video,tv receivers,set top box",1
QC,ja,スマホクランプ,"phones & telecommunications accessories,mobile phone accessories,holders & stands",1
QC,en,films et tv,"home & garden,arts,crafts & sewing,scrapbooking & stamping,stickers",1
QC,es,joma tksmls,"sports shoes,clothing&accessories,sneakers,tennis shoes",0
QC,pt,fogão de brinquedo,"toys & hobbies,pretend play,kitchen toys",1
QC,pl,światło Harley Davidson,"motorcycle equipments & parts,motorcycle parts,lighting & indicators,motorcycle light assembly",1
QC,de,GPS,"security & protection,video surveillance,surveillance camera,ip camera",0
QC,it,New Balance,"shoes,women's shoes,women's vulcanize shoes",1
QC,en,waltercooler,"computer & office,computer components,pc fans & cooling,cpu fans & heatsinks",1
QC,ko,몽클레어 남자 패딩,"men's clothing,pants,down pants",0
QC,ko,롱스커트,"women's clothing,plus size clothes,plus size skirts",1
QC,fr,poste mini cooper r50,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,ar,شاحن بطارية حمض الرصاص,"consumer electronics,accessories & parts,chargers",1
QC,it,Rainbow Six Siege,"apparel accessories,hats & caps,visors",1
QC,es,zapatillas  de mohana,"shoes,women's shoes,women's slippers（do not post in this category）",0
QC,it,eladio,"men's clothing,tops & tees,tank tops",1
QC,it,tenda da campeggio,"sports & entertainment,camping & hiking,tents & shelters,tents",1
QC,ko,led운동화,"sports shoes,clothing&accessories,sneakers,weightlifting shoes",1
QC,it,telo copriauto Hyundai Santa Fe,"automobiles, parts & accessories,interior accessories,steering wheels & accessories,steering covers",1
QC,fr,leurre souple tete plombée,"sports & entertainment,fishing,fishing lures",1
QC,pl,reflektory land rover discovery,"automobiles, parts & accessories,car lights,car headlight bulbs(led)",1
QC,pt,suporte alexa teto,"lights & lighting,lighting accessories,lamp bases",1
QC,pl,męskie buty Baaslpoa,"sports shoes,clothing&accessories,sneakers,weightlifting shoes",1
QC,pl,zegar łazienkowy,"home & garden,home decor,clocks,specialty clocks",1
QC,pl,pagoda pro 150,"automobiles, parts & accessories,engines & engine parts,turbos, nitrous, superchargers,turbo chargers & parts",0
QC,pt,p2,"automobiles, parts & accessories,engines & engine parts,engines & components,engine bonnets",1
QC,en,armor 27t pro,"consumer electronics,portable audio & video,earphones & headphones",0
QC,it,Stray Kids,"home & garden,festive & party supplies,event & party,party favors",1
QC,it,organizzatore scaffale,"home & garden,home storage & organization,clothing & wardrobe storage,drawer organizers",1
QC,ar,زينة كشف نوع الجنين,"home & garden,home decor,decoration crafts,wind chimes & hanging decorations",1
QC,ar,سكين فيليه,"home & garden,kitchen,dining & bar,kitchen knives & accessories,kitchen knives",1
QC,ko,스탬프,"office & school supplies,school supplies,assorted stamp",1
QC,fr,ktm 450 exc 2014,"motorcycle equipments & parts,motorcycle parts,drivetrain & transmission,motorcycle standard parts & bearings",1
QC,en,stars wars blocks,"toys & hobbies,building & construction toys,model building,architecture/diy house/mininatures",1
QC,de,Spardosen,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",0
QC,it,bottiglia per acqua,"home & garden,kitchen,dining & bar,drinkware,water bottles",1
QC,de,Solarventilator,"home improvement,heating, cooling & vents,hvac systems & parts",0
QC,ko,잠금 가방,"sports & entertainment,cycling,bicycle accessories,bicycle bags & panniers",1
QC,en,yujiro,"men's clothing,tops & tees,t-shirts",1
QC,es,camara 360 para vehiculo,"automobiles, parts & accessories,car electronics,car dvr,law enforcement recorder/body worn camera",1
QC,it,quad per bambini,"motorcycle equipments & parts,motorcycle & atv,atv&utv&ssv parts & accessories,atv&utv&ssv parts",0
QC,pl,cosplay Batmana,"novelty & special use,cosplay accessories,zentai",1
QC,it,trenbolone per bodybuilding,"beauty & health,tattoo & body art,tattoo tips",0
QC,ja,bmw f10 内装,"automobiles, parts & accessories,car electronics,car intelligent system,car multimedia player",1
QC,pl,koronkowe tkaniny z cekinami 2022,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,lace",1
QC,pl,helikopter,"toys & hobbies,remote control toys,rc helicopters",1
QC,en,dewal,"tools,construction tools,painting machines & accessories,exten pole",1
QC,pl,złote półki,"home & garden,home storage & organization,bathroom storage & organization,storage shelves & racks",1
QC,it,schermo,"electronic components & supplies,optoelectronic displays,led displays",1
QC,ko,빅시이즈,"women's clothing,tops & tees,t-shirts",0
QC,it,abiti caftano di lusso,"weddings & events,special occasion dresses,prom dresses",1
QC,pl,japońska zawieszka do telefonu,"toys & hobbies,stuffed animals & plush,movies & tv",1
QC,ko,왁 골프웨어,"sports & entertainment,cycling,cycling equipment,cycling jerseys",1
QC,fr,déco murale,"lights & lighting,lighting bulbs & tubes,neon bulbs & tubes",1
QC,en,golden gose sneakers,"sports shoes,clothing&accessories,sneakers,walking shoes",1
QC,fr,les pantalons femmes chics,"women's clothing,blazer & suits,tailored trousers",1
QC,es,lentes para hombre,"consumer electronics,smart electronics,wearable devices,smart glasses",1
QC,fr,2007 honda accord,"automobiles, parts & accessories,interior accessories,mounts & holder,universal car bracket",1
QC,it,ax1,"consumer electronics,camera & photo,photo studio,mic",0
QC,pl,termometr ścienny,"home & garden,household merchandises,home thermometers,household thermometers",1
QC,ja,プジョーリフター,"security & protection,smart card system,car parking equipment,parking guidance system",1
QC,pt,lâmpada farol h4,"automobiles, parts & accessories,car lights,car headlight bulbs(halogen)",1
QC,es,oscurecedor ventana,"home & garden,home decor,blinds, shades & shutters",1
QC,ja,アウトドア チェア,"furniture,outdoor furniture,garden chairs",1
QC,fr,masque chat noir,"novelty & special use,cosplay accessories,accessories,masks & eyewear",1
QC,fr,saint valentin cadeaux 2024,"women's clothing,tops & tees,t-shirts",1
QC,de,Smart Life WLAN Kamera,"security & protection,video surveillance,surveillance camera,solor camera",1
QC,pl,2ds,"consumer electronics,games & accessories,stylus",0
QC,pt,rtx 2070 super,"consumer electronics,accessories & parts,remote control",0
QC,fr,gant long rouge,"weddings & events,wedding accessories,bridal gloves",1
QC,es,incubadora para huevos automatica,"home & garden,kitchen,dining & bar,kitchen tools & gadgets,egg tools",1
QC,ar,طقم بدلة رياضية رجالي,"sports shoes,clothing&accessories,sportswear & accessories,american football,american football sets",1
QC,pt,creme para cabelos,"beauty & health,hair care & styling,hair & scalp treatments",1
QC,it,lampada Naruto,"lights & lighting,novelty lighting",1
QC,es,parasol playa,"sports & entertainment,fishing,fishing apparel,fishing caps",0
